x,y
16.01,4.28762677244265
16.05,4.286294002669605
16.05,4.286294002669605
16.06,4.285937666026966
16.17,4.28143796762371
16.4,4.268937951867586
16.44,4.266381465154509
16.44,4.266381465154509
16.45,4.265725934797377
16.55,4.2588229848770816
16.84,4.235545646016031
17.01,4.219901276627851
17.09,4.21207914125715
17.18,4.202947621944762
17.28,4.192407376289819
17.3,4.1902511498151185
17.35,4.184792092093671
17.47,4.171301819884018
17.62,4.153700402549554
17.78,4.1340690265924955
