x,y
15.01,4.242723417316842
14.05,3.3602151403616833
14.01,3.192734772092964
14.05,3.3602151403616833
14.45,4.031060033185541
15.47,4.28734685641991
14.84,4.206439799721958
14.44,4.023606959354976
14.4,3.9913994587314257
15.35,4.281047910384007
